age_range,gender,duration_of_medication,review_date,condition,overall_rating,upvotes,drug_name
  65-74,Female,less than 1 month,4/30/2021,Chronic Pain,2.7,2.0,tramadol oral
  65-74,,,3/26/2021,Chronic Pain,2.0,2.0,tramadol oral
,Male,10 years or more,1/4/2021,Chronic Pain,3.3,1.0,tramadol oral
,Female,less than 1 month,10/12/2020,Pain,2.3,5.0,tramadol oral
  65-74,Male,10 years or more,10/4/2020,Chronic Pain,4.3,1.0,tramadol oral
,Female,,9/28/2020,Pain,1.7,3.0,tramadol oral
  65-74,Female,less than 1 month,8/25/2020,Joint Damage causing Pain and Loss of Function,2.3,1.0,tramadol oral
  55-64,,,8/15/2020,Chronic Pain,5.0,3.0,tramadol oral
  55-64,,,7/14/2020,Joint Damage causing Pain and Loss of Function,2.3,,tramadol oral
  75 or over,Female,1 to 6 months,5/6/2020,Chronic Pain,2.3,1.0,tramadol oral
  45-54,,,4/16/2020,Chronic Pain,1.0,2.0,tramadol oral
,Female,10 years or more,3/6/2020,"Disorder characterized by Stiff, Tender & Painful Muscles",4.7,1.0,tramadol oral
,Male,2 to less than 5 years,2/13/2020,Chronic Pain,5.0,1.0,tramadol oral
  55-64,Male,1 to less than 2 years,2/5/2020,Neuropathic Pain,1.7,2.0,tramadol oral
  55-64,,,9/29/2019,Chronic Pain,2.7,1.0,tramadol oral
,,,8/30/2019,Chronic Pain,1.0,1.0,tramadol oral
,,,8/30/2019,Chronic Pain,1.0,,tramadol oral
,Male,less than 1 month,8/4/2019,Pain,3.0,11.0,tramadol oral
,Female,10 years or more,6/7/2019,Pain,4.7,23.0,tramadol oral
  65-74,,,6/5/2019,Chronic Pain,5.0,2.0,tramadol oral
,,,5/9/2019,Chronic Pain,5.0,5.0,tramadol oral
,Female,1 to 6 months,4/24/2019,Chronic Pain,2.3,2.0,tramadol oral
  45-54,Female,6 months to less than 1 year,4/15/2019,Chronic Pain,3.0,3.0,tramadol oral
  35-44,,,3/16/2019,Neuropathic Pain,1.0,1.0,tramadol oral
,Male,,2/20/2019,"Disorder characterized by Stiff, Tender & Painful Muscles",3.0,,tramadol oral
  65-74,Female,less than 1 month,2/8/2019,Pain,1.7,21.0,tramadol oral
  55-64,Male,1 to 6 months,1/19/2019,Joint Damage causing Pain and Loss of Function,1.0,2.0,tramadol oral
  75 or over,Female,1 to 6 months,1/17/2019,Chronic Pain,2.0,2.0,tramadol oral
  75 or over,,,12/31/2018,Pain,5.0,35.0,tramadol oral
  19-24,Female,less than 1 month,11/27/2018,Pain,1.0,27.0,tramadol oral
  35-44,,,9/12/2018,Neuropathic Pain,1.7,,tramadol oral
,,,9/5/2018,Neuropathic Pain,2.3,1.0,tramadol oral
  65-74,Male,10 years or more,8/27/2018,Chronic Pain,2.3,1.0,tramadol oral
  65-74,,,8/21/2018,Joint Damage causing Pain and Loss of Function,5.0,2.0,tramadol oral
  45-54,Female,6 months to less than 1 year,8/11/2018,Chronic Pain,4.0,5.0,tramadol oral
,Male,,7/27/2018,Chronic Pain,2.0,,tramadol oral
  35-44,,,7/22/2018,Chronic Pain,1.7,5.0,tramadol oral
  65-74,Female,1 to 6 months,7/15/2018,Chronic Pain,2.3,1.0,tramadol oral
  65-74,Female,1 to less than 2 years,7/13/2018,Neuropathic Pain,2.3,2.0,tramadol oral
,Male,less than 1 month,6/28/2018,Joint Damage causing Pain and Loss of Function,2.7,2.0,tramadol oral
  45-54,,,6/9/2018,Pain,5.0,52.0,tramadol oral
  65-74,,,5/31/2018,Chronic Pain,1.0,2.0,tramadol oral
,Female,2 to less than 5 years,5/30/2018,Chronic Pain,5.0,2.0,tramadol oral
  55-64,,,5/21/2018,Chronic Pain,4.0,2.0,tramadol oral
  45-54,Female,,4/30/2018,Chronic Pain,1.7,5.0,tramadol oral
  65-74,Female,less than 1 month,4/7/2018,Chronic Pain,1.3,1.0,tramadol oral
  65-74,,,4/6/2018,Chronic Pain,1.0,,tramadol oral
  45-54,Female,6 months to less than 1 year,4/4/2018,Pain,1.7,35.0,tramadol oral
  65-74,Male,10 years or more,4/3/2018,Pain,5.0,85.0,tramadol oral
  65-74,Male,1 to less than 2 years,3/26/2018,Chronic Pain,5.0,6.0,tramadol oral
  55-64,Female,2 to less than 5 years,3/20/2018,Pain,2.3,21.0,tramadol oral
  45-54,,,3/13/2018,Pain,1.0,30.0,tramadol oral
  65-74,Male,1 to 6 months,3/10/2018,Pain,5.0,17.0,tramadol oral
  45-54,Female,less than 1 month,3/1/2018,Pain,5.0,20.0,tramadol oral
  75 or over,Female,2 to less than 5 years,2/27/2018,Neuropathic Pain,5.0,1.0,tramadol oral
,Female,less than 1 month,2/16/2018,Joint Damage causing Pain and Loss of Function,1.7,,tramadol oral
  65-74,,,2/13/2018,Chronic Pain,5.0,6.0,tramadol oral
  55-64,Male,less than 1 month,12/7/2017,Pain,2.3,23.0,tramadol oral
  55-64,Male,less than 1 month,12/7/2017,Joint Damage causing Pain and Loss of Function,2.3,1.0,tramadol oral
  55-64,Female,less than 1 month,11/27/2017,Neuropathic Pain,3.0,3.0,tramadol oral
  35-44,Female,1 to 6 months,10/31/2017,Chronic Pain,1.3,1.0,tramadol oral
,Male,,10/30/2017,Chronic Pain,2.7,2.0,tramadol oral
  55-64,Female,2 to less than 5 years,10/26/2017,Joint Damage causing Pain and Loss of Function,1.0,,tramadol oral
  55-64,,,10/22/2017,Joint Damage causing Pain and Loss of Function,5.0,1.0,tramadol oral
  45-54,Female,2 to less than 5 years,10/20/2017,Chronic Pain,4.0,4.0,tramadol oral
  45-54,Female,less than 1 month,10/16/2017,Chronic Pain,5.0,5.0,tramadol oral
  45-54,Female,2 to less than 5 years,10/6/2017,Chronic Pain,4.7,1.0,tramadol oral
,Female,1 to 6 months,9/26/2017,Chronic Pain,1.7,,tramadol oral
  55-64,Male,less than 1 month,9/8/2017,Neuropathic Pain,3.0,2.0,tramadol oral
  45-54,Female,less than 1 month,9/6/2017,Chronic Pain,2.3,2.0,tramadol oral
,Male,,9/5/2017,Chronic Pain,3.3,,tramadol oral
  55-64,,,8/24/2017,Chronic Pain,5.0,6.0,tramadol oral
,Male,2 to less than 5 years,8/23/2017,Chronic Pain,1.0,1.0,tramadol oral
,Female,less than 1 month,8/11/2017,Pain,3.0,19.0,tramadol oral
  45-54,Female,6 months to less than 1 year,8/8/2017,Chronic Pain,3.7,1.0,tramadol oral
  65-74,,,8/6/2017,Joint Damage causing Pain and Loss of Function,4.0,1.0,tramadol oral
  65-74,,,7/17/2017,Pain,5.0,61.0,tramadol oral
  35-44,,,7/12/2017,Joint Damage causing Pain and Loss of Function,1.0,,tramadol oral
,Male,5 to less than 10 years,7/11/2017,Chronic Pain,3.3,,tramadol oral
  45-54,Male,less than 1 month,6/22/2017,Pain,3.7,26.0,tramadol oral
  55-64,Female,2 to less than 5 years,6/20/2017,Joint Damage causing Pain and Loss of Function,3.0,,tramadol oral
,Female,1 to 6 months,6/16/2017,Chronic Pain,5.0,4.0,tramadol oral
  25-34,Female,less than 1 month,6/6/2017,Pain,4.7,34.0,tramadol oral
,,,5/8/2017,Pain,2.3,13.0,tramadol oral
  35-44,,,4/24/2017,Chronic Pain,2.3,,tramadol oral
  45-54,Male,5 to less than 10 years,3/28/2017,"Disorder characterized by Stiff, Tender & Painful Muscles",4.3,5.0,tramadol oral
  65-74,,,3/13/2017,Pain,4.0,12.0,tramadol oral
  13-18,Male,6 months to less than 1 year,2/9/2023,Depression,4.7,,Prozac oral
  25-34,Male,1 to 6 months,12/6/2022,Depression,1.0,1.0,Prozac oral
  19-24,Male,less than 1 month,11/23/2022,Depression,2.0,1.0,Prozac oral
  25-34,Male,1 to 6 months,11/9/2022,Depression,2.7,1.0,Prozac oral
  35-44,Female,5 to less than 10 years,11/7/2022,Premenstrual Disorder with a State of Unhappiness,4.3,1.0,Prozac oral
  25-34,Female,1 to 6 months,10/9/2022,Anxiousness associated with Depression,4.3,1.0,Prozac oral
  19-24,Male,6 months to less than 1 year,9/24/2022,Obsessive Compulsive Disorder,1.7,1.0,Prozac oral
  19-24,Female,1 to 6 months,8/30/2022,Repeated Episodes of Anxiety,5.0,1.0,Prozac oral
,Female,1 to less than 2 years,8/11/2022,Depression,2.0,1.0,Prozac oral
  19-24,Female,2 to less than 5 years,7/21/2022,Repeated Episodes of Anxiety,3.0,1.0,Prozac oral
  19-24,Female,1 to 6 months,6/14/2022,Depression,4.7,,Prozac oral
  19-24,Female,6 months to less than 1 year,6/7/2022,Depression,5.0,,Prozac oral
,Female,,5/18/2022,Depression,3.3,1.0,Prozac oral
,Female,,5/6/2022,Bipolar Depression,4.0,1.0,Prozac oral
  25-34,Female,1 to less than 2 years,5/1/2022,Posttraumatic Stress Syndrome,2.3,1.0,Prozac oral
,Male,1 to 6 months,4/20/2022,Depression,4.7,1.0,Prozac oral
  25-34,Female,less than 1 month,4/18/2022,Repeated Episodes of Anxiety,5.0,,Prozac oral
  19-24,Female,1 to less than 2 years,4/4/2022,Panic Disorder,5.0,,Prozac oral
,Female,less than 1 month,4/2/2022,Depression,1.7,1.0,Prozac oral
  19-24,Male,1 to 6 months,3/16/2022,Depression,3.0,1.0,Prozac oral
  35-44,Female,5 to less than 10 years,2/10/2022,Panic Disorder,5.0,1.0,Prozac oral
  13-18,Nonbinary,1 to less than 2 years,2/9/2022,Major Depressive Disorder,4.7,1.0,Prozac oral
  65-74,Male,less than 1 month,2/8/2022,Depression,5.0,1.0,Prozac oral
  19-24,Male,2 to less than 5 years,1/26/2022,Depression,5.0,1.0,Prozac oral
  13-18,Female,2 to less than 5 years,1/23/2022,Premenstrual Disorder with a State of Unhappiness,1.3,1.0,Prozac oral
  45-54,Other,5 to less than 10 years,1/21/2022,Depression,3.3,1.0,Prozac oral
  19-24,Female,less than 1 month,1/12/2022,Depression,3.7,1.0,Prozac oral
  13-18,Transgender,1 to 6 months,1/7/2022,Depression,3.0,,Prozac oral
,Female,1 to 6 months,1/3/2022,Depression,4.0,1.0,Prozac oral
  25-34,Female,1 to 6 months,12/23/2021,Depression,3.3,1.0,Prozac oral
  13-18,Nonbinary,1 to less than 2 years,12/12/2021,Depression,3.7,1.0,Prozac oral
  13-18,Female,1 to 6 months,9/12/2021,Posttraumatic Stress Syndrome,1.0,2.0,Prozac oral
  45-54,Male,2 to less than 5 years,8/20/2021,Panic Disorder,4.7,,Prozac oral
  55-64,Female,1 to 6 months,5/20/2021,Depression following Delivery of Baby,1.0,2.0,Prozac oral
  13-18,Female,1 to 6 months,5/11/2021,Repeated Episodes of Anxiety,3.7,2.0,Prozac oral
,Female,6 months to less than 1 year,3/21/2021,Depression,4.7,1.0,Prozac oral
  19-24,Female,1 to 6 months,3/10/2021,Depression,2.3,2.0,Prozac oral
  19-24,,,12/29/2020,Major Depressive Disorder,2.0,2.0,Prozac oral
  45-54,,,12/12/2020,Major Depressive Disorder,4.3,1.0,Prozac oral
  19-24,,,7/12/2020,Depression,2.3,4.0,Prozac oral
  13-18,Female,,4/27/2020,Panic Disorder,2.3,2.0,Prozac oral
  19-24,Female,6 months to less than 1 year,4/9/2020,Obsessive Compulsive Disorder,5.0,3.0,Prozac oral
  45-54,,,4/7/2020,Depression,2.3,11.0,Prozac oral
  35-44,,,8/7/2019,Bipolar Depression,4.0,2.0,Prozac oral
,Female,5 to less than 10 years,4/28/2019,Major Depressive Disorder,4.0,1.0,Prozac oral
  25-34,,,3/31/2019,Repeated Episodes of Anxiety,5.0,1.0,Prozac oral
  45-54,,,3/25/2019,Depression,5.0,31.0,Prozac oral
  25-34,Female,1 to less than 2 years,3/23/2019,Depression,3.0,10.0,Prozac oral
  25-34,,,1/12/2019,Obsessive Compulsive Disorder,4.3,3.0,Prozac oral
  55-64,,,12/31/2018,Repeated Episodes of Anxiety,2.3,1.0,Prozac oral
  45-54,,,12/8/2018,Depression,3.0,18.0,Prozac oral
  45-54,,,8/28/2018,Depression,1.0,27.0,Prozac oral
,,,7/28/2018,Major Depressive Disorder,2.0,2.0,Prozac oral
  25-34,Female,1 to less than 2 years,4/24/2018,Anxiousness associated with Depression,1.0,1.0,Prozac oral
  45-54,,,4/7/2018,Anxiousness associated with Depression,4.0,2.0,Prozac oral
  45-54,,,3/8/2018,Anxiousness associated with Depression,1.0,1.0,Prozac oral
  45-54,,,1/23/2018,Major Depressive Disorder,2.7,1.0,Prozac oral
  25-34,Female,6 months to less than 1 year,12/11/2017,Major Depressive Disorder,5.0,3.0,Prozac oral
  45-54,Male,2 to less than 5 years,12/4/2017,Anxiousness associated with Depression,5.0,1.0,Prozac oral
,Female,2 to less than 5 years,10/12/2017,Premenstrual Disorder with a State of Unhappiness,4.3,2.0,Prozac oral
  19-24,Female,1 to 6 months,8/13/2017,Depression,4.3,23.0,Prozac oral
  25-34,Female,less than 1 month,8/2/2017,"Depression associated with Bipolar Disorder, Adjunct Treatment",4.3,1.0,Prozac oral
  65-74,,,7/24/2017,Obsessive Compulsive Disorder,3.0,3.0,Prozac oral
  55-64,,,7/24/2017,"""Change of Life"" Signs",4.0,2.0,Prozac oral
  25-34,,,7/11/2017,Major Depressive Disorder,3.3,2.0,Prozac oral
  25-34,Female,1 to 6 months,5/21/2017,Depression,3.0,14.0,Prozac oral
  19-24,Female,1 to 6 months,4/20/2017,Panic Disorder,1.7,4.0,Prozac oral
  35-44,,,4/6/2017,Posttraumatic Stress Syndrome,4.7,2.0,Prozac oral
,Female,1 to 6 months,2/8/2017,Depression,2.3,12.0,Prozac oral
,Female,1 to less than 2 years,2/1/2017,Depression,4.7,21.0,Prozac oral
,Male,1 to 6 months,1/29/2017,Obsessive Compulsive Disorder,2.0,4.0,Prozac oral
,,,1/8/2017,Panic Disorder,4.0,4.0,Prozac oral
,,,12/29/2016,Depression,2.3,26.0,Prozac oral
  35-44,Female,1 to 6 months,12/22/2016,Depression,2.7,13.0,Prozac oral
  19-24,Female,less than 1 month,12/13/2016,Bipolar Depression,2.0,1.0,Prozac oral
  65-74,,,12/12/2016,Obsessive Compulsive Disorder,5.0,4.0,Prozac oral
  45-54,Male,1 to 6 months,11/21/2016,Depression,1.0,10.0,Prozac oral
  45-54,Female,2 to less than 5 years,11/8/2016,Major Depressive Disorder,5.0,1.0,Prozac oral
  35-44,Male,1 to 6 months,11/6/2016,Depression,2.7,,Prozac oral
  13-18,Male,less than 1 month,8/31/2016,Depression,1.7,5.0,Prozac oral
,Female,1 to 6 months,8/29/2016,Depression,3.3,10.0,Prozac oral
  19-24,Female,1 to 6 months,8/9/2016,Depression,3.7,2.0,Prozac oral
,Female,1 to 6 months,7/14/2016,Panic Disorder,4.0,1.0,Prozac oral
  45-54,Female,1 to less than 2 years,6/16/2016,Panic Disorder,2.7,1.0,Prozac oral
  65-74,,,6/11/2016,Panic Disorder,1.7,3.0,Prozac oral
,,,5/1/2016,Repeated Episodes of Anxiety,4.3,4.0,Prozac oral
  55-64,Male,1 to 6 months,4/28/2016,Major Depressive Disorder,4.7,1.0,Prozac oral
  45-54,Female,1 to 6 months,3/30/2016,"""Change of Life"" Signs",5.0,1.0,Prozac oral
,Female,less than 1 month,3/15/2016,Depression,1.7,22.0,Prozac oral
  55-64,Male,1 to 6 months,3/2/2016,Anxiousness associated with Depression,2.3,3.0,Prozac oral
  19-24,Female,1 to 6 months,2/16/2016,Repeated Episodes of Anxiety,4.7,5.0,Prozac oral
  75 or over,Female,5 to less than 10 years,2/8/2016,Depression,5.0,46.0,Prozac oral
  25-34,Female,6 months to less than 1 year,2/5/2016,Muscle Weakness associated with Sleeping Disease,3.7,1.0,Prozac oral
  25-34,,,1/31/2016,Bipolar Depression,1.0,2.0,Prozac oral
  19-24,Female,2 to less than 5 years,1/27/2016,"Depression associated with Bipolar Disorder, Adjunct Treatment",1.7,2.0,Prozac oral
  65-74,Female,less than 1 month,1/13/2016,Depression,2.0,14.0,Prozac oral
  45-54,,,1/9/2016,Major Depressive Disorder,1.0,3.0,Prozac oral
  25-34,Female,1 to 6 months,12/11/2015,Major Depressive Disorder,2.3,3.0,Prozac oral
  45-54,Female,1 to less than 2 years,11/29/2015,Repeated Episodes of Anxiety,5.0,7.0,Prozac oral
  35-44,Male,less than 1 month,11/19/2015,Anxiousness associated with Depression,2.0,2.0,Prozac oral
  65-74,Female,10 years or more,10/28/2015,Major Depressive Disorder,4.7,2.0,Prozac oral
  13-18,Female,less than 1 month,10/21/2015,Major Depressive Disorder,1.3,1.0,Prozac oral
  45-54,Female,1 to less than 2 years,10/17/2015,Depression,1.7,17.0,Prozac oral
  35-44,Male,1 to 6 months,9/28/2015,Depression,3.7,14.0,Prozac oral
,Female,1 to 6 months,9/7/2015,Depression following Delivery of Baby,2.3,2.0,Prozac oral
  65-74,Female,less than 1 month,9/7/2015,Anxiousness associated with Depression,1.3,3.0,Prozac oral
  35-44,Female,1 to 6 months,9/3/2015,Anxiousness associated with Depression,5.0,4.0,Prozac oral
  19-24,Female,less than 1 month,8/27/2015,Major Depressive Disorder,5.0,2.0,Prozac oral
  45-54,Male,2 to less than 5 years,8/26/2015,Major Depressive Disorder,5.0,1.0,Prozac oral
  25-34,Female,1 to 6 months,8/24/2015,Depression,1.0,16.0,Prozac oral
  13-18,Female,1 to 6 months,8/8/2015,Major Depressive Disorder,4.7,3.0,Prozac oral
  13-18,Male,1 to 6 months,8/8/2015,Obsessive Compulsive Disorder,2.3,2.0,Prozac oral
  35-44,Male,2 to less than 5 years,7/30/2015,Depression,1.3,16.0,Prozac oral
  25-34,Female,2 to less than 5 years,7/25/2015,Anxiousness associated with Depression,2.3,,Prozac oral
  19-24,Female,2 to less than 5 years,7/17/2015,Repeated Episodes of Anxiety,2.3,3.0,Prozac oral
  55-64,Female,5 to less than 10 years,6/8/2015,Depression,4.3,24.0,Prozac oral
  25-34,Female,less than 1 month,8/8/2021,Nausea and Vomiting,4.0,1.0,promethazine oral
  55-64,,,2/10/2021,Feel Like Throwing Up,5.0,1.0,promethazine oral
,Female,5 to less than 10 years,7/1/2020,Nausea and Vomiting,5.0,5.0,promethazine oral
,Female,1 to 6 months,9/11/2019,Nausea and Vomiting,4.3,3.0,promethazine oral
,,,8/27/2019,Feel Like Throwing Up,4.7,1.0,promethazine oral
,,,4/12/2019,Nausea and Vomiting,5.0,3.0,promethazine oral
  35-44,Female,less than 1 month,6/24/2018,Additional Medications to Treat Pain,5.0,2.0,promethazine oral
  45-54,Male,2 to less than 5 years,6/13/2018,Nausea and Vomiting,5.0,11.0,promethazine oral
  55-64,,,7/21/2017,Nausea and Vomiting,5.0,11.0,promethazine oral
  25-34,Male,less than 1 month,11/3/2016,Nausea and Vomiting After Surgery,5.0,1.0,promethazine oral
  45-54,Female,5 to less than 10 years,6/16/2016,Nausea and Vomiting,5.0,20.0,promethazine oral
  45-54,Female,1 to less than 2 years,10/17/2015,Nausea and Vomiting,5.0,16.0,promethazine oral
  45-54,Female,1 to 6 months,8/26/2015,Nausea and Vomiting,1.0,24.0,promethazine oral
  55-64,Female,5 to less than 10 years,8/18/2015,Nausea and Vomiting,4.7,13.0,promethazine oral
,Female,less than 1 month,7/30/2015,Feel Like Throwing Up,5.0,1.0,promethazine oral
  45-54,Male,1 to 6 months,6/3/2015,Nausea and Vomiting,5.0,13.0,promethazine oral
  45-54,Male,10 years or more,2/17/2015,Nausea and Vomiting,4.7,6.0,promethazine oral
,Female,less than 1 month,12/13/2014,Nausea and Vomiting,4.3,8.0,promethazine oral
  55-64,Female,less than 1 month,8/3/2014,Nausea and Vomiting After Surgery,4.7,1.0,promethazine oral
  55-64,Female,6 months to less than 1 year,5/23/2014,Nausea and Vomiting,4.0,2.0,promethazine oral
,Male,5 to less than 10 years,4/16/2014,Prevention of Motion Sickness,5.0,1.0,promethazine oral
,Female,1 to 6 months,4/1/2014,Inflammation of the Nose due to an Allergy,4.0,,promethazine oral
  25-34,Female,5 to less than 10 years,3/19/2014,Motion Sickness,4.3,,promethazine oral
  45-54,Female,1 to less than 2 years,3/6/2014,Nausea and Vomiting,5.0,13.0,promethazine oral
,Male,less than 1 month,1/28/2014,Feel Like Throwing Up,4.3,,promethazine oral
,,,1/26/2014,Hives,1.7,,promethazine oral
  35-44,Female,less than 1 month,12/26/2013,Nausea and Vomiting,5.0,12.0,promethazine oral
  65-74,Female,6 months to less than 1 year,12/23/2013,Nausea and Vomiting,5.0,10.0,promethazine oral
  45-54,Female,1 to 6 months,12/8/2013,Sensation of Spinning or Whirling,5.0,,promethazine oral
  45-54,Female,less than 1 month,11/23/2013,Allergic Conjunctivitis,3.0,,promethazine oral
,Female,2 to less than 5 years,11/17/2013,Nausea and Vomiting,5.0,2.0,promethazine oral
  65-74,Female,less than 1 month,11/7/2013,Additional Medications to Treat Pain,1.0,1.0,promethazine oral
  55-64,Female,less than 1 month,10/30/2013,Feel Like Throwing Up,5.0,,promethazine oral
  75 or over,Female,1 to less than 2 years,9/29/2013,Stuffy Nose,3.3,,promethazine oral
  19-24,Female,less than 1 month,9/10/2013,Nausea and Vomiting,5.0,4.0,promethazine oral
,Male,less than 1 month,6/30/2013,Nausea and Vomiting,2.7,1.0,promethazine oral
,,,6/29/2013,Motion Sickness,2.0,,promethazine oral
  75 or over,Female,6 months to less than 1 year,6/25/2013,Nausea and Vomiting,4.3,2.0,promethazine oral
,Female,1 to less than 2 years,6/12/2013,Additional Medications to Treat Pain,2.0,,promethazine oral
  55-64,Female,1 to 6 months,1/25/2013,Nausea and Vomiting,5.0,6.0,promethazine oral
  45-54,Female,10 years or more,1/8/2013,Throwing Up,5.0,,promethazine oral
,Male,1 to 6 months,12/5/2012,Additional Medications to Treat Pain,4.0,,promethazine oral
  35-44,Female,less than 1 month,11/28/2012,Inducing of a Relaxed Easy State,4.3,3.0,promethazine oral
  25-34,Female,less than 1 month,11/10/2012,Hives,5.0,,promethazine oral
  19-24,Female,less than 1 month,11/7/2012,Nausea and Vomiting,5.0,5.0,promethazine oral
  45-54,Female,6 months to less than 1 year,10/23/2012,Nausea and Vomiting of Pregnancy,5.0,,promethazine oral
,Female,less than 1 month,10/2/2012,Nausea and Vomiting,5.0,8.0,promethazine oral
  35-44,Female,1 to less than 2 years,8/4/2012,Nausea and Vomiting,5.0,5.0,promethazine oral
,Male,6 months to less than 1 year,7/8/2012,Additional Medications to Treat Pain,5.0,4.0,promethazine oral
  25-34,Female,2 to less than 5 years,6/28/2012,Nausea and Vomiting,4.7,4.0,promethazine oral
  75 or over,Male,5 to less than 10 years,6/13/2012,Nausea and Vomiting,4.7,,promethazine oral
  35-44,Female,1 to 6 months,5/11/2012,Vasomotor Rhinitis,4.0,6.0,promethazine oral
  25-34,Female,6 months to less than 1 year,5/7/2012,Nausea and Vomiting,5.0,5.0,promethazine oral
  45-54,Female,less than 1 month,5/7/2012,Additional Medications to Treat Pain,5.0,3.0,promethazine oral
,Male,1 to 6 months,4/25/2012,Nausea and Vomiting,4.7,1.0,promethazine oral
